good,dirty,wait,lastyear,usa
0,0,1.92,1,0
1,0,3.06,1,0
1,1,2.57,10,0
1,0,1.51,1,0
1,0,1.81,3,0
1,0,4.19,1,0
1,0,1.51,1,0
1,0,1.92,1,0
1,0,1.92,2,0
1,0,1.24,1,0
0,0,1.32,1,0
1,0,0.99,6,0
1,0,1.51,1,0
0,0,2.74,1,0
0,0,2.74,1,0
0,0,1.92,1,0
1,0,1.16,9,0
1,0,2.74,1,0
0,3,4.19,6,0
1,0,4.32,1,0
0,1,1.92,3,0
1,0,0.74,15,0
1,0,0.74,9,0
1,0,1.89,7,0
1,0,0.91,3,0
0,0,1.89,1,0
0,0,2.71,2,0
1,0,2.29,2,0
0,0,1.99,1,0
1,0,0.74,3,0
0,0,1.41,4,0
1,0,3.27,1,0
0,0,3.02,5,0
0,1,2.29,2,0
1,0,1.41,5,0
0,0,2.07,3,0
0,2,2.71,0,0
1,0,1.59,1,0
0,0,1.41,6,0
0,1,1.89,2,0
0,0,2.29,3,0
0,0,2.29,1,0
0,0,1.41,3,0
1,0,1.41,2,0
0,1,1.89,2,0
0,0,2.57,1,0
0,0,3.27,1,0
0,0,2.29,1,0
1,0,3.19,8,1
0,0,1.09,2,1
1,0,1.09,1,1
1,0,5.61,2,1
1,0,3.71,2,1
0,0,2.51,4,1
1,0,2.44,5,1
0,0,3.82,1,1
0,0,3.71,4,1
1,0,3.56,1,1
0,0,0.66,3,1
1,0,5.26,7,1
1,0,2.86,1,1
0,0,3.92,1,1
0,0,5.14,4,1
1,0,1.66,5,1
0,0,5.14,1,1
1,0,2.86,2,1
1,0,2.51,6,1
1,0,2.29,1,1
0,0,5.14,1,1
0,0,2.56,1,1
1,0,2.56,1,1
0,0,2.14,3,1
1,0,2.56,1,1
0,0,1.71,4,1
1,0,1.22,1,1
1,0,1.14,2,1
1,0,1.22,3,1
1,0,1.22,2,1
0,0,5.57,1,1
0,0,3.29,1,1
1,1,3.57,1,1
1,0,5.41,1,1
1,0,5.57,1,1
0,0,2.14,1,1
0,0,5.66,1,1
0,0,0.72,3,1
1,0,5.57,1,1
1,0,1.71,1,1
0,0,1.71,2,1
0,0,1.47,1,1
0,0,1.47,1,1
0,0,0.72,1,1
1,0,5.32,4,1
1,0,0.72,1,1
1,0,1.41,1,1
1,0,2.16,2,1
0,1,3.02,30,1
1,0,0.91,2,1
0,0,3.27,2,1
0,0,0.91,5,1
1,0,0.91,2,1
0,0,5.54,1,1
0,0,0.74,1,1
1,0,0.74,1,1
1,0,4.61,11,1
0,0,0.66,2,1
1,0,0.91,1,1
1,0,5.42,1,1
1,0,4.61,2,1
0,0,0.91,1,1
1,0,3.86,4,1
1,0,1.07,2,1
1,0,2.44,6,1
1,0,5.59,3,1
1,0,5.59,4,1
1,0,2.44,1,1
0,0,1.07,10,1
1,0,5.59,3,1
1,0,1.07,1,1
1,0,4.96,4,1
1,0,5.59,2,1
0,5,1.07,3,1
0,0,5.59,1,1
0,0,5.51,3,1
1,0,5.59,1,1
1,0,5.59,1,1
1,0,5.59,1,1
1,0,1.07,1,1
1,0,5.59,2,1
0,2,5.14,2,1
1,0,0.66,1,1
1,0,0.91,1,1
1,0,5.34,1,1
1,0,0.99,10,1
1,0,1.32,5,1
1,0,4.96,10,1
0,2,1.51,3,1
0,0,5.34,1,1
0,0,5.34,1,1
0,0,1.32,1,1
1,0,5.59,2,1
1,0,5.34,2,1
1,0,5.34,19,1
1,0,0.82,1,1
1,0,5.34,9,1
0,0,1.32,4,1
1,0,5.34,2,1
0,0,0.82,1,1
0,0,4.96,2,1
0,0,5.34,3,1
0,0,2.51,1,1
1,0,5.42,1,1
1,0,5.26,1,1
0,0,5.42,1,1
1,0,1.89,5,1
1,0,0.91,1,1
1,0,5.42,1,1
1,0,4.61,5,1
0,0,4.61,5,1
0,0,4.61,1,1
0,0,4.61,2,1
1,0,0.91,1,1
1,0,4.44,5,1
0,0,5.42,5,1
1,0,4.61,60,1
1,0,4.44,2,1
0,0,4.51,1,1
0,0,5.14,1,1
0,0,5.42,1,1
0,0,4.61,1,1
1,0,1.41,1,1
0,0,5.42,56,1
1,0,0.82,9,1
0,0,0.91,1,1
1,0,0.99,2,1
1,0,0.99,5,1
1,0,1.24,1,1
0,0,5.51,1,1
1,0,5.51,3,1
1,0,3.31,7,1
0,0,0.66,1,1
1,0,0.99,1,1
1,0,5.51,4,1
1,0,5.26,9,1
1,0,0.74,3,1
1,0,5.14,1,1
0,0,5.51,1,1
0,0,4.77,8,1
1,1,0.99,10,1
1,0,5.51,1,1
1,0,0.99,5,1
0,1,2.22,20,1
0,0,1.07,1,1
1,0,1.07,37,1
0,0,1.59,4,1
0,0,5.59,1,1
1,0,1.32,1,1
0,0,4.96,4,1
1,0,5.42,3,1
1,0,1.99,6,1
1,0,4.96,8,1
1,0,1.07,5,1
1,0,1.59,2,1
1,0,3.09,3,1
0,0,0.74,6,1
1,0,1.32,1,1
0,0,4.96,3,1
1,0,0.99,2,1
0,0,5.59,1,1
1,0,4.96,1,1
0,0,0.74,5,1
1,0,5.59,10,1
1,0,5.59,2,1
1,0,1.24,1,1
0,0,1.72,1,1
1,0,1.72,1,1
1,0,0.99,1,1
0,0,1.24,1,1
1,0,0.74,3,1
0,0,0.74,1,1
0,0,1.59,1,1
1,0,1.07,4,1
1,0,5.26,6,1
1,0,0.74,3,1
0,0,1.32,1,1
1,0,1.32,5,1
0,0,0.82,7,1
0,0,5.59,4,1
1,0,1.32,1,1
1,0,1.32,2,1
1,0,0.82,4,1
0,0,0.82,1,1
1,0,1.59,2,1
1,0,5.34,14,1
1,0,5.51,2,1
1,0,1.32,4,0
1,0,1.32,1,0
0,0,1.81,1,0
0,1,2.66,1,0
0,0,1.32,1,0
0,1,1.59,1,0
1,0,1.32,3,0
0,0,1.32,2,0
0,0,2.74,1,0
0,2,1.32,2,0
0,0,3.24,1,0
1,0,2.22,1,0
1,0,1.81,1,0
0,0,2.22,1,0
0,0,2.66,1,0
0,0,2.66,1,0
1,0,1.81,2,0
1,0,2.66,1,0
0,1,2.66,1,0
0,0,3.24,1,0
1,0,1.72,4,0
1,0,1.81,4,0
0,0,2.96,1,0
1,0,1.32,1,0
1,0,2.86,2,0
1,0,1.11,14,1
1,0,1.11,4,1
0,0,2.02,2,1
0,0,1.11,1,1
1,0,1.11,3,1
0,0,1.61,2,1
1,0,2.46,1,1
1,0,3.36,1,1
0,1,3.36,1,1
0,0,2.46,2,1
1,0,5.62,3,1
1,0,3.36,1,1
0,0,1.61,1,1
1,0,2.02,2,1
0,0,1.11,3,1
0,1,1.11,3,1
1,0,1.04,55,1
0,1,2.02,2,1
1,0,0.74,10,1
0,0,3.91,4,1
1,0,4.11,1,1
0,0,0.74,55,1
0,3,3.82,5,1
1,0,4.11,1,1
1,0,5.26,9,1
0,0,5.26,23,1
0,0,5.51,1,1
1,0,1.24,4,1
1,1,1.24,1,1
1,0,0.74,2,1
1,0,1.86,3,0
1,0,1.62,0,0
0,0,1.62,2,0
0,0,2.04,1,0
1,0,2.84,1,0
1,0,2.84,1,0
0,1,5.67,1,0
0,0,2.04,1,0
0,0,1.29,3,0
0,0,1.37,48,0
1,0,4.59,7,0
0,0,0.87,15,0
1,0,3.12,1,0
0,0,1.86,1,0
1,0,1.12,7,0
1,0,1.37,2,0
0,0,1.62,1,0
1,0,1.86,2,0
1,0,1.62,6,0
0,0,0.79,5,0
0,0,1.62,2,0
0,0,1.21,2,0
1,0,2.22,1,0
1,0,2.86,4,0
1,0,2.86,1,0
1,0,0.91,1,0
1,0,1.66,1,0
0,0,1.16,6,0
1,0,2.07,5,0
1,0,2.07,3,0
0,0,2.51,1,0
1,0,2.07,1,0
0,0,1.16,8,0
1,0,1.16,4,0
1,0,1.66,2,0
0,0,2.86,5,0
0,2,1.66,1,0
0,0,1.66,3,0
1,0,1.66,4,0
1,0,2.71,1,0
1,0,1.66,2,0
1,0,1.16,1,0
0,1,1.66,2,0
1,0,0.81,6,0
1,0,2.51,2,0
0,0,0.82,16,0
1,0,2.74,1,0
0,2,0.82,1,1
0,0,5.51,3,1
1,0,5.51,8,1
1,0,5.51,1,1
0,1,5.51,1,1
1,0,0.99,4,1
1,0,1.51,2,1
0,1,0.99,1,1
0,0,5.14,1,1
0,0,4.77,1,1
0,0,1.92,0,1
0,0,4.17,2,1
1,1,1.51,6,1
0,0,4.77,1,1
1,0,1.51,4,1
0,0,5.51,2,1
1,0,0.99,1,1
0,0,5.26,2,1
0,0,0.99,1,1
0,1,1.41,1,1
1,0,2.16,2,0
0,0,2.89,1,0
0,0,2.57,1,0
1,0,1.51,2,0
0,0,2.16,1,0
0,0,1.99,1,0
0,1,2.16,1,0
1,0,1.72,1,0
0,0,1.72,1,0
1,0,2.89,2,0
1,0,1.24,4,0
1,0,1.72,1,0
1,0,2.89,2,0
0,0,1.72,1,0
0,0,1.72,1,0
1,0,1.72,1,0
1,0,2.16,4,0
0,0,2.89,1,0
1,0,5.67,1,0
0,0,1.51,4,0
0,0,2.89,1,0
1,0,0.99,1,0
1,0,2.89,0,0
1,0,1.72,5,0
0,0,1.07,1,0
1,0,2.16,1,0
0,0,3.17,1,0
1,0,3.06,1,0
1,0,3.06,2,0
1,0,2.89,1,0
1,0,0.94,4,1
1,0,0.66,1,1
1,0,3.67,4,1
0,0,0.66,1,1
0,0,0.66,1,1
1,0,0.99,22,1
0,0,5.51,1,1
1,0,4.77,1,1
1,0,4.26,1,1
1,0,5.51,2,1
0,0,0.99,4,1
1,0,5.26,10,1
1,1,0.74,5,1
1,0,1.07,1,1
0,0,2.22,1,1
1,0,1.32,5,1
1,0,1.07,1,1
0,0,2.44,2,1
1,0,0.82,1,1
0,0,0.74,1,1
1,0,2.44,1,1
1,0,1.07,1,1
1,0,5.51,1,1
0,1,0.74,1,1
0,1,5.34,7,1
1,0,0.82,4,1
1,1,1.99,7,1
0,0,1.81,5,1
1,0,1.59,6,1
1,0,0.82,3,1
1,0,5.59,1,1
1,0,1.59,1,1
1,0,1.59,1,1
1,0,1.59,3,1
1,0,1.99,2,1
1,0,1.07,12,1
1,0,1.99,68,1
1,1,1.07,3,1
1,0,1.59,3,1
1,0,1.59,1,1
0,0,5.59,1,1
1,0,2.16,4,1
1,0,3.34,1,1
0,0,1.07,1,1
1,0,5.26,8,1
0,0,5.67,2,1
1,0,1.59,4,0
1,0,5.59,2,0
1,0,1.07,3,0
1,0,1.07,4,0
1,0,1.81,1,0
1,0,1.81,2,0
0,0,1.99,4,0
1,0,1.59,3,0
0,0,1.07,3,0
0,0,5.59,1,0
1,0,0.82,1,0
0,0,5.59,1,0
0,0,1.51,2,0
1,0,1.59,1,0
0,0,1.59,1,0
0,0,1.59,5,0
0,0,1.32,4,0
0,0,1.32,0,0
1,0,1.99,1,0
1,0,1.99,1,0
1,0,1.99,64,0
1,0,1.59,2,1
1,0,1.72,4,1
1,0,5.59,1,1
1,0,1.99,1,1
1,0,0.91,1,1
0,0,1.99,3,1
1,0,1.16,1,1
1,1,1.16,2,1
1,0,1.16,1,1
0,1,2.86,6,1
1,0,1.66,1,1
0,0,2.86,2,1
1,0,5.14,2,1
1,0,0.66,2,1
1,0,1.16,1,1
1,0,0.66,1,1
0,1,2.66,6,1
1,0,0.82,1,1
1,0,1.16,1,1
0,0,5.14,3,1
1,0,1.66,1,1
1,0,1.16,2,1
1,0,1.77,1,0
1,0,2.19,4,0
0,0,1.77,4,0
1,0,0.79,4,0
1,0,1.96,4,0
1,0,1.77,4,0
0,0,1.29,9,0
0,0,1.29,11,0
1,0,3.19,1,0
1,0,2.19,1,0
0,0,2.61,4,0
1,0,2.19,3,0
1,0,3.97,1,0
0,0,3.79,1,0
1,0,1.12,5,0
0,0,2.61,1,0
1,0,3.19,1,0
1,0,1.77,1,0
1,0,2.49,1,1
1,0,3.39,4,1
1,0,5.57,1,1
1,0,2.62,1,1
0,0,5.49,2,1
0,0,5.66,1,1
0,0,1.87,1,1
0,0,5.66,2,1
1,0,4.54,1,1
0,0,5.67,1,1
0,0,1.64,1,1
1,0,1.14,1,1
1,0,1.54,1,1
1,1,1.64,2,1
1,0,1.64,2,1
0,0,5.11,4,1
1,0,5.67,1,1
1,0,5.11,5,1
0,0,0.81,8,1
1,0,1.14,2,1
1,0,1.14,1,1
1,0,1.64,3,1
1,0,5.11,5,1
0,0,1.39,3,1
1,0,1.06,66,1
1,0,1.06,1,1
1,0,2.42,1,1
0,0,5.57,4,1
1,0,0.72,1,1
1,0,0.97,5,1
1,0,4.81,2,1
1,0,4.91,1,1
0,0,4.91,5,1
1,0,1.97,2,1
0,3,1.57,31,1
0,0,5.32,7,1
1,0,4.54,1,1
1,0,1.57,2,1
1,0,4.36,1,1
1,1,5.64,43,1
1,0,5.07,3,1
0,1,2.84,1,1
1,0,2.84,5,1
1,0,0.96,1,1
0,0,3.87,1,1
1,0,3.37,2,1
1,0,5.64,1,1
0,0,1.62,1,1
0,0,5.31,1,1
1,0,1.12,2,1
0,0,4.87,2,1
0,0,0.87,1,1
1,0,1.04,2,1
1,0,2.84,1,1
1,0,5.64,1,1
1,0,1.12,1,1
0,0,5.51,2,1
0,0,1.92,2,1
0,1,1.16,4,1
1,0,5.51,1,1
0,0,1.66,3,1
0,0,0.99,1,1
1,0,1.24,4,1
0,0,5.26,4,1
0,0,0.91,2,1
0,0,0.99,1,1
0,0,4.77,3,1
1,0,0.74,1,1
0,0,5.12,1,1
0,0,5.14,17,1
0,0,5.51,1,1
0,0,4.77,1,1
1,0,1.92,3,1
0,0,1.51,5,1
0,0,5.51,5,1
0,1,4.44,23,1
0,0,5.51,1,1
0,0,1.92,1,1
1,0,0.66,2,1
1,0,1.32,1,1
0,0,1.99,3,1
1,0,1.32,1,1
0,0,1.81,1,1
1,0,1.07,5,1
1,0,1.16,2,1
0,1,1.07,1,1
0,0,4.57,10,1
1,0,4.96,4,1
1,0,5.59,1,1
0,0,3.86,1,1
0,0,5.59,1,1
0,0,1.07,1,1
1,0,0.82,4,1
1,0,5.59,1,1
1,0,5.59,1,1
0,0,5.59,6,1
0,0,5.34,2,1
1,0,5.34,19,1
1,1,0.99,5,1
1,0,1.81,1,1
0,0,5.59,1,1
1,0,5.59,1,1
0,0,1.69,49,1
1,0,1.21,3,1
0,0,5.64,1,1
1,0,0.71,2,1
1,0,4.51,4,1
1,0,2.12,4,1
1,0,1.21,5,1
1,0,1.04,2,1
0,0,4.09,1,1
1,0,0.96,4,1
0,3,2.69,1,1
1,0,1.69,2,1
1,1,1.21,2,1
0,0,4.09,4,1
1,0,1.21,1,1
0,0,5.47,34,1
0,0,4.51,7,1
1,0,5.22,1,1
0,0,5.47,9,1
1,0,0.71,1,1
0,0,2.52,2,1
1,0,5.46,2,1
1,0,0.69,1,1
0,0,5.19,2,1
1,0,5.19,2,1
1,0,0.69,1,1
0,0,0.69,4,1
0,0,0.69,4,1
0,0,2.87,1,1
1,0,2.11,1,1
0,0,2.26,7,1
0,1,4.84,2,1
1,0,1.19,1,1
0,0,0.99,1,1
0,0,3.06,5,1
0,0,5.51,6,1
1,0,0.99,1,1
1,0,1.92,4,1
0,0,4.77,8,1
0,0,5.51,3,1
0,0,0.99,5,1
0,0,5.51,5,1
1,0,5.51,2,1
1,0,0.99,1,1
1,0,1.51,2,1
0,0,1.51,1,1
1,0,0.82,62,1
0,0,2.36,4,1
1,0,5.34,2,1
1,2,1.81,1,1
0,0,1.32,1,1
0,0,1.99,2,1
1,0,2.22,8,1
1,0,1.07,8,1
1,0,1.81,2,1
0,2,0.82,21,1
0,0,0.82,2,1
1,0,0.82,1,1
0,0,1.32,2,1
1,0,3.74,1,1
1,0,2.96,1,1
0,6,1.81,1,1
1,0,0.82,1,1
0,0,1.07,1,1
0,0,0.82,3,1
1,0,1.32,4,1
1,0,2.96,1,1
0,0,5.67,4,1
0,0,5.12,2,1
1,0,4.96,4,1
1,0,1.81,2,1
1,0,1.89,1,1
0,0,2.86,2,1
0,2,4.96,66,1
1,0,0.91,2,1
0,0,5.42,3,1
0,0,1.41,2,1
1,0,1.41,1,1
1,0,3.71,1,1
1,0,1.89,1,1
1,0,1.41,1,1
0,0,1.41,2,1
0,0,1.07,2,1
0,0,0.81,2,1
0,0,1.89,4,1
0,0,1.41,1,1
1,0,3.51,1,1
1,0,0.91,2,1
1,0,1.41,2,1
0,1,1.72,1,1
0,1,1.41,1,1
0,2,1.41,3,1
0,0,5.51,2,1
0,0,0.91,1,1
1,0,5.14,2,1
1,1,1.59,4,1
0,0,1.24,3,1
0,0,1.32,1,1
1,0,0.74,3,1
1,0,0.82,1,1
1,0,0.74,5,1
0,0,5.59,1,1
0,0,1.07,2,1
0,0,5.59,1,1
1,0,5.59,5,1
1,0,5.59,4,1
0,0,5.59,5,1
1,0,1.07,2,1
0,0,2.36,2,1
0,0,4.96,7,1
1,0,1.07,2,1
0,0,5.59,2,1
1,0,5.34,3,1
1,0,5.34,1,1
0,0,4.96,2,1
0,0,4.96,3,1
1,0,4.96,4,1
0,0,5.67,2,1
1,0,0.82,4,1
0,0,5.34,10,1
1,0,1.32,1,1
1,0,5.34,2,1
1,0,1.81,1,1
1,0,3.62,2,1
1,0,5.51,1,1
0,0,5.34,5,1
0,0,4.04,2,1
0,0,5.14,10,1
1,0,5.34,4,1
0,0,1.81,2,1
0,0,1.32,1,1
0,0,5.34,2,1
1,0,2.66,3,1
1,0,5.51,1,1
0,0,5.59,1,1
1,0,5.34,7,1
0,0,1.32,0,1
1,0,2.22,2,1
1,0,5.34,3,1
1,0,1.77,5,0
0,0,1.77,1,0
1,0,1.46,1,0
0,0,2.54,4,0
0,0,2.19,1,0
1,0,3.19,2,0
0,0,1.77,1,0
1,0,0.79,8,0
1,0,5.31,1,0
1,0,1.29,1,0
1,0,5.56,7,0
0,0,3.46,1,0
1,0,2.19,9,0
0,0,2.47,0,0
1,0,1.46,0,0
1,0,1.77,0,0
1,0,1.77,1,0
1,0,0.99,1,1
0,2,0.91,4,1
0,0,2.36,1,1
0,0,1.51,4,1
0,1,1.51,1,1
0,0,1.92,1,1
0,0,0.99,1,1
1,0,5.51,2,1
0,1,1.92,1,1
0,0,3.32,1,1
0,0,5.59,4,1
1,0,1.92,1,1
0,0,1.51,1,1
0,0,4.17,3,1
1,0,5.51,7,1
0,0,5.51,1,1
1,0,5.51,1,1
0,0,1.92,1,1
0,0,5.26,1,1
1,0,0.99,4,1
1,0,1.89,4,1
1,0,1.89,3,1
1,1,0.84,4,1
1,0,5.42,2,1
1,0,5.61,1,1
1,0,5.42,2,1
0,2,1.41,2,1
0,3,4.61,14,1
0,0,0.91,1,1
0,0,0.82,1,1
1,0,4.02,2,1
1,0,1.92,1,1
1,0,0.99,1,1
0,0,0.82,1,1
1,0,1.92,1,1
1,0,1.24,2,1
0,0,1.51,1,1
1,0,2.36,1,1
0,0,1.92,5,1
0,0,0.99,1,1
0,0,2.36,1,1
1,1,0.66,5,1
1,0,0.99,3,1
0,0,1.59,2,1
1,0,0.91,2,1
1,0,5.34,1,1
1,0,5.34,8,1
0,0,5.59,2,1
1,0,0.82,2,1
1,0,0.74,2,1
1,0,0.74,2,1
0,0,5.59,2,1
1,0,4.61,4,1
1,0,1.32,1,1
1,0,5.34,6,1
0,0,5.34,4,1
1,0,1.59,1,1
0,0,1.07,1,1
0,0,1.07,2,1
1,0,1.07,1,1
1,0,0.91,4,1
1,0,1.66,1,0
1,0,1.92,2,0
0,1,2.36,19,0
1,0,2.36,3,0
0,0,2.36,2,0
1,0,1.92,4,0
0,0,2.57,1,0
0,0,1.81,2,0
0,0,2.57,1,0
1,0,1.92,1,0
1,0,1.72,1,0
1,0,1.92,4,0
0,0,1.51,1,0
1,0,1.92,2,0
1,0,1.92,2,0
1,0,1.51,1,0
1,0,1.51,4,0
0,0,1.92,1,0
0,0,1.66,1,0
1,0,1.51,1,0
1,0,0.99,3,0
1,0,1.51,1,0
1,0,1.92,3,0
1,0,2.44,1,0
1,0,2.44,1,0
1,0,2.44,22,0
1,0,1.59,1,0
1,0,1.99,1,0
0,0,1.99,1,0
1,0,1.99,1,0
0,0,0.82,1,0
1,0,2.44,1,0
1,0,2.44,1,0
1,0,2.89,2,0
1,0,0.82,1,1
1,0,0.82,4,1
1,0,1.81,2,1
1,0,5.34,15,1
1,0,1.32,1,1
1,0,1.07,3,1
1,0,0.99,1,1
1,0,1.32,2,1
1,0,0.74,2,1
1,0,5.34,1,1
1,0,1.81,2,1
1,0,1.07,2,1
1,0,5.59,11,1
1,0,5.34,1,1
0,0,5.34,2,1
1,0,5.34,3,1
1,0,5.34,8,1
1,0,1.32,4,1
1,1,1.32,1,1
1,0,0.82,1,1
0,0,5.34,9,1
1,2,2.96,1,1
1,0,0.82,1,1
1,0,3.34,1,0
0,0,2.81,2,0
1,0,1.99,2,0
1,0,3.34,1,0
1,0,2.96,1,0
1,0,1.99,1,0
1,0,2.44,2,0
0,0,2.44,1,0
1,0,1.99,1,0
0,0,2.96,1,0
0,0,1.99,5,0
1,0,2.81,2,0
1,0,4.41,1,0
1,0,2.81,2,0
0,0,2.96,1,0
0,0,2.81,4,0
1,0,1.99,1,0
1,0,2.81,2,0
1,0,4.34,1,0
1,0,3.69,1,0
0,0,2.81,1,0
1,0,1.99,2,0
0,1,1.41,2,1
1,0,1.41,3,1
0,0,1.24,61,1
0,0,1.41,1,1
0,0,1.89,1,1
1,0,1.41,3,1
1,0,1.89,2,1
1,0,0.91,1,1
1,0,5.59,9,1
1,0,0.66,4,1
1,0,0.74,1,1
0,1,5.42,3,1
1,0,0.91,4,1
1,0,5.59,1,1
1,0,5.42,1,1
1,1,5.59,3,1
0,0,2.71,1,1
0,2,1.16,1,1
0,0,5.42,8,1
1,0,1.41,2,1
0,1,4.61,1,1
0,1,4.61,1,1
0,1,0.91,1,1
